"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj"
"Colec12",0.530421093427875,0.141137179498588,0.018,0.032,1
"Mgat1",0.530430429151537,-0.177641155902626,0.218,0.238,1
"Map11",0.530589897947144,0.166180114691266,0.064,0.087,1
"Rybp",0.530811212627521,-0.0783552352002107,0.118,0.087,1
"Mapk1ip1l",0.530813471873073,0.07268063387694,0.155,0.19,1
"Map2k1",0.531233032858482,-0.132438706667153,0.173,0.19,1
"Pms2",0.531293477863638,-0.0777518669090435,0.045,0.063,1
"Popdc2",0.531293477863638,-0.160860860005327,0.045,0.063,1
"Rhbdd1",0.531309893372881,-0.134192755634578,0.055,0.071,1
"Snrpa1",0.5313147136945,0.182508810913339,0.227,0.198,1
"Kansl1l",0.531364052908337,-0.18237992594385,0.1,0.119,1
"Ik",0.531802942874221,-0.221409786900098,0.264,0.286,1
"Ppp1r9a",0.531825560290392,0.140489252369188,0.236,0.198,1
"Cul2",0.532006390512846,-0.109561608518968,0.091,0.111,1
"Crlf1",0.532134249015421,0.133123317503745,0.255,0.206,1
"Dcp1b",0.532313787546818,0.0868756305406482,0.027,0.016,1
"Hdhd5",0.532313787546818,0.10433730650153,0.027,0.016,1
"Lyve1",0.532313787546818,0.167724871421453,0.027,0.016,1
"Cdkn1c",0.532313787546818,0.33641998729779,0.027,0.016,1
"Atrip",0.532313787546818,0.133773923566508,0.027,0.016,1
"Trac",0.532313787546818,0.206993381451183,0.027,0.016,1
"Wdr53",0.532313787546818,0.224187442927985,0.027,0.016,1
"Trmt61b",0.532313787546818,0.138668000511747,0.027,0.016,1
"Ffar1",0.532517659138831,0.0266280443367752,0.127,0.095,1
"Agps",0.533097047109225,0.237243165305767,0.2,0.167,1
"Lgmn",0.533444766660164,-0.0473121640942105,0.3,0.325,1
"Ndufa10",0.533569212415658,-0.346166850305399,0.209,0.222,1
"Kpna6",0.533588932101278,-0.115991335409927,0.145,0.111,1
"Atp2a2",0.533841502411809,-0.00610305655681831,0.273,0.23,1
"Selplg",0.533853278064454,0.102111350854425,0.109,0.087,1
"Tmem168",0.534094387171615,-0.00631430651656051,0.209,0.167,1
"Zhx1",0.534120190903729,-0.0556532016613653,0.109,0.135,1
"Nudt16l1",0.534293600917073,-0.12022790032612,0.082,0.103,1
"Klhdc3",0.534400828858175,-0.135615241767695,0.091,0.111,1
"Lrrc45",0.534427736014495,-0.18382468415731,0.1,0.071,1
"Iqsec2",0.534469030262385,-0.046005216287302,0.045,0.063,1
"Rrp9",0.534496030205338,0.134744004278536,0.1,0.079,1
"Cse1l",0.534513638182969,-0.246393856208185,0.109,0.127,1
"Chmp6",0.53482962045088,-0.0610606199234404,0.127,0.095,1
"Ubac2",0.535122878491368,-0.0903126587243249,0.173,0.135,1
"Rhoa",0.535319466213729,0.0818553842066168,0.882,0.865,1
"Gsap",0.535339328873472,-0.179590610015259,0.136,0.159,1
"Agpat4",0.535446537627914,0.140556406898405,0.327,0.294,1
"Ints6",0.535710637029766,-0.0437122905475388,0.236,0.19,1
"Pxk",0.535738114554504,-0.236956400233904,0.309,0.317,1
"Hexa",0.535825824983041,0.159756406177405,0.209,0.183,1
"Thoc1",0.536053019867123,0.138524469828956,0.227,0.19,1
"Lars2",0.536618360831805,0.292434345534069,0.527,0.492,1
"Pi4k2b",0.536719669785963,-0.141600018363703,0.164,0.19,1
"H2-Q6",0.536736567230058,-0.0397387959810661,0.218,0.175,1
"Mrps35",0.536755156749465,-0.31127628143855,0.109,0.127,1
"Dmwd",0.536789098014267,-0.105473554198737,0.082,0.103,1
"Xpr1",0.53683924520064,0.119342723260728,0.209,0.175,1
"Cds2",0.537126126474557,-0.370838563807749,0.255,0.262,1
"Bola2",0.537135969910664,-0.04219435707805,0.173,0.135,1
"Pcbp1",0.537230161418124,-0.0768887814729733,0.382,0.413,1
"Gm20707",0.537356372607915,0.057257259002211,0.027,0.016,1
"A930024E05Rik",0.537356372607915,0.0614831966770821,0.027,0.016,1
"Tcim",0.537356372607915,0.158384513002553,0.027,0.016,1
"Pdgfrb",0.537356372607915,0.172148143799363,0.027,0.016,1
"Mprip",0.53739433929331,-0.0372103135114372,0.645,0.619,1
"D8Ertd738e",0.537838448370853,0.1756939185907,0.582,0.508,1
"Ykt6",0.538002656256574,-0.176986040150226,0.118,0.087,1
"Stk40",0.538358026514379,-0.151381782083314,0.218,0.246,1
"Sav1",0.538377144803943,0.107053937955439,0.218,0.183,1
"Sppl2a",0.53868071061693,-0.00366505065982592,0.264,0.222,1
"Irf2",0.538879616199613,-0.079362109183835,0.382,0.405,1
"Cul3",0.539049863658397,-0.2200985123961,0.309,0.325,1
"Cavin1",0.539079579310916,-0.00512859355200623,0.609,0.54,1
"Stam",0.539205967526752,-0.151187715054866,0.091,0.111,1
"Rad17",0.539205967526752,-0.1560241941129,0.091,0.111,1
"Sf3b2",0.539260266746344,-0.298687180854504,0.464,0.484,1
"Tspan17",0.539437930040525,0.218417672790766,0.118,0.095,1
"Appbp2",0.53960479628525,-0.347820170970962,0.236,0.254,1
"Ifngr1",0.539800272440538,-0.208158521826609,0.264,0.286,1
"Cast",0.539956251164658,0.208390407033247,0.382,0.333,1
"Ubap1",0.540126274943006,-0.0885044235275658,0.136,0.103,1
"Klf9",0.540154321675181,0.110770945992791,0.409,0.357,1
"Mcl1",0.540260450790447,0.149454626907386,0.627,0.627,1
"Prpf8",0.540312409634846,0.109858030110048,0.282,0.246,1
"Pwwp2a",0.540346046574459,-0.25417200210657,0.164,0.183,1
"Cobl",0.54046119965647,0.0712500802706816,0.282,0.23,1
"Card19",0.540506269242376,-0.155034015181835,0.164,0.19,1
"Fam120b",0.540616194454132,-0.0257730993673691,0.164,0.127,1
"Nme1",0.540703322846256,0.158688450362163,0.382,0.325,1
"Yars",0.540848740773687,-0.0656695640955919,0.045,0.063,1
"Clk1",0.541571761264882,-0.168415680713403,0.482,0.484,1
"Rala",0.541611968752797,-0.315974970014418,0.3,0.317,1
"Uckl1",0.541730981359422,-0.0997287760222507,0.127,0.151,1
"Golim4",0.541730981359422,-0.207999989274434,0.127,0.151,1
"Smad4",0.542217318092437,-0.160888867118442,0.182,0.206,1
"Ccni",0.542262784901246,-0.25234485378302,0.164,0.183,1
"Zfp638",0.542330586283147,0.055079071125568,0.236,0.198,1
"Inpp5d",0.5424045655041,-0.0636126664431418,0.2,0.159,1
"Nhej1",0.54242284637295,0.0326880102244435,0.027,0.016,1
"Gm15417",0.54242284637295,0.0722746385791719,0.027,0.016,1
"Btbd19",0.54242284637295,0.0544729213913916,0.027,0.016,1
"Magi2",0.54242284637295,0.127859576446035,0.027,0.016,1
"Plvap",0.54242284637295,0.17185449347745,0.027,0.016,1
"Ctc1",0.54242284637295,0.0391767064081829,0.027,0.016,1
"Cntrob",0.54242284637295,0.152538925123281,0.027,0.016,1
"Pcgf2",0.54242284637295,0.162675315724049,0.027,0.016,1
"Dnajc27",0.54242284637295,0.0285372991284396,0.027,0.016,1
"Prkch",0.54242284637295,0.0404116242527676,0.027,0.016,1
"Gm47405",0.54242284637295,0.103259823195888,0.027,0.016,1
"Oxsm",0.54242284637295,0.125405894918414,0.027,0.016,1
"Arhgef40",0.54242284637295,0.0495466676473504,0.027,0.016,1
"Kif21a",0.54242284637295,0.0737999526251904,0.027,0.016,1
"Dclre1a",0.54242284637295,0.117393163810073,0.027,0.016,1
"Stard8",0.54242284637295,0.055225426139792,0.027,0.016,1
"Tnrc6a",0.542432070808184,-0.0702967533270582,0.255,0.286,1
"Pank3",0.542689083753984,-0.0442664091305786,0.164,0.127,1
"Adprh",0.542689083753984,-0.0841291192204638,0.164,0.127,1
"Sh3rf2",0.543182492435322,0.240264651556043,0.227,0.19,1
"Ern1",0.543235193853098,-0.197808290604075,0.055,0.071,1
"Slc26a11",0.543235193853098,-0.24342819108654,0.055,0.071,1
"Pfdn6",0.54343121915257,-0.0871139209270402,0.255,0.278,1
"Dstyk",0.543512811061336,0.22397047785897,0.164,0.135,1
"Zfp593",0.543577864768828,-0.0429899087202971,0.073,0.095,1
"Hhex",0.543577864768828,-0.0739991531063888,0.073,0.095,1
"Slc38a1",0.543804196801443,-0.164533189865654,0.236,0.262,1
"Esyt2",0.543819684734364,-0.316574123090989,0.191,0.206,1
"2810004N23Rik",0.543897284282601,0.110396656986795,0.127,0.103,1
"Taf4",0.544032656973202,-0.114355962630408,0.091,0.111,1
"Cep78",0.544052806435306,0.0731585386044724,0.045,0.063,1
"Slc25a17",0.544182907701038,0.131430985398066,0.191,0.159,1
"Tpd52",0.544557097781727,-0.0926548701800818,0.2,0.222,1
"Txnl4a",0.544557097781727,0.0232625155795319,0.236,0.19,1
"Hs2st1",0.544618140913046,-0.154400989238834,0.527,0.54,1
"Hgsnat",0.54472933033734,0.147798286402543,0.1,0.079,1
"Mcrs1",0.544765926266769,0.0324633571188174,0.127,0.159,1
"Rps25",0.545067715988076,0.125312311780656,0.764,0.762,1
"Cgrrf1",0.545198504450404,-0.136814073600054,0.109,0.135,1
"Fra10ac1",0.545198504450404,0.222006089460659,0.136,0.111,1
"Eci1",0.545253758998695,-0.0988357554419751,0.173,0.198,1
"Rps15a",0.545438341724734,-0.0578448364175337,0.8,0.849,1
"Ndufb5",0.545530958324541,0.072671890820025,0.355,0.302,1
"Ddx42",0.545639927734477,-0.0711555943686283,0.218,0.183,1
"Sf3b1",0.545669922661494,-0.0280804311593876,0.473,0.492,1
